,map.txt,fastqctrimmed.txt,expressbam.txt,salmonSE.txt,fastqScreen.txt,run_star_se.txt,fastqc.txt,trim_fasq_fastqc.txt,picard_rna_seq.txt,salmon_index_extended.txt,fastp_trimming_SE.txt,starindex.txt,DRIMSeq.txt,samtools_flagstat.txt,salmon_quant_se.txt,feature_counts.txt,RNA_SeqC.txt,fastqc 6.txt,star_genome.txt,edgeR.txt,startPE.txt,tastq_to_bam_HISAT.txt,fastqc 5.txt,multiqc 2.txt,kallistoQuant.txt,salmon_index.txt,trim_galore_pe.txt,samlon_quant.txt,sortedbam_to_counts.txt,featureCounts 2.txt,fastqc 4.txt,multiqc 3.txt,merge_trimmed_SE.txt,trimgaloreSE.txt,fastQCtrimmed 2.txt,fastqcrim.txt,sortedbam_to_rmdup.txt,sort_index_bams.txt,fastqc 3.txt,fastqc 2.txt,rsem_norm.txt,featureCounts.txt,merge_trimmed_PE.txt,trimgalorePE.txt,compare_reference_stringtie.txt,hisat2.txt,counts_matrix.txt,sortbam.txt,starSE.txt,fetch_unique_stringtie.txt,bigwig.txt,cutadapt 2.txt,cutadapt.txt,MultiQC.txt,salmon_quant_pe.txt,tximeta.txt,salmon_quant.txt,sort_bams.txt,mark_dups.txt,fastp_trimming_PE.txt,salmonPE.txt,samtools_bam.txt,bamindex.txt,generate_genome_star_index.txt,run_star_pe.txt,pass1.txt,fastqc_trimmed.txt,run_multiqc.txt,sampleReads.txt,pass2.txt
map.txt,1.0000000000000002,0.06691753427465168,0.06136068120899855,0.0,0.06136068120899855,0.06136068120899855,0.0822997500985529,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0,0.06136068120899855,0.06136068120899855,0.0822997500985529,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0822997500985529,0.07148335640068866,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06691753427465168,0.06136068120899855,0.06691753427465168,0.0822997500985529,0.07148335640068866,0.06136068120899855,0.06136068120899855,0.06691753427465168,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0822997500985529,0.0822997500985529,0.06136068120899855,0.06691753427465168,0.0,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0,0.0,0.0,0.06136068120899855,0.0,0.06691753427465168,0.06691753427465168,0.0,0.06136068120899855,0.0,0.06691753427465168,0.06136068120899855,0.06136068120899855,0.0,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0,0.06136068120899855,0.06136068120899855
fastqctrimmed.txt,0.06691753427465168,1.0,0.06691753427465168,0.0,0.06691753427465168,0.06691753427465168,0.08975285540355991,0.06691753427465168,0.06691753427465168,0.06691753427465168,0.06691753427465168,0.06691753427465168,0.06691753427465168,0.06691753427465168,0.0,0.06691753427465168,0.06691753427465168,0.08975285540355991,0.06691753427465168,0.06691753427465168,0.06691753427465168,0.06691753427465168,0.08975285540355991,0.07795692384374517,0.06691753427465168,0.06691753427465168,0.06691753427465168,0.07297761865040198,0.06691753427465168,0.07297761865040198,0.08975285540355991,0.07795692384374517,0.06691753427465168,0.06691753427465168,1.0,0.06691753427465168,0.06691753427465168,0.06691753427465168,0.08975285540355991,0.08975285540355991,0.06691753427465168,0.07297761865040198,0.0,0.06691753427465168,0.06691753427465168,0.06691753427465168,0.0,0.0,0.0,0.06691753427465168,0.0,0.07297761865040198,0.07297761865040198,0.0,0.06691753427465168,0.0,0.07297761865040198,0.06691753427465168,0.06691753427465168,0.0,0.06691753427465168,0.06691753427465168,0.06691753427465168,0.06691753427465168,0.06691753427465168,0.06691753427465168,0.06691753427465168,0.0,0.06691753427465168,0.06691753427465168
expressbam.txt,0.06136068120899855,0.06691753427465168,1.0000000000000002,0.0,0.06136068120899855,0.06136068120899855,0.0822997500985529,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0,0.06136068120899855,0.06136068120899855,0.0822997500985529,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0822997500985529,0.07148335640068866,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06691753427465168,0.06136068120899855,0.06691753427465168,0.0822997500985529,0.07148335640068866,0.06136068120899855,0.06136068120899855,0.06691753427465168,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0822997500985529,0.0822997500985529,0.06136068120899855,0.06691753427465168,0.0,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0,0.0,0.0,0.06136068120899855,0.0,0.06691753427465168,0.06691753427465168,0.0,0.06136068120899855,0.0,0.06691753427465168,0.06136068120899855,0.06136068120899855,0.0,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0,0.06136068120899855,0.06136068120899855
salmonSE.txt,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21679378669966234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fastqScreen.txt,0.06136068120899855,0.06691753427465168,0.06136068120899855,0.0,1.0000000000000002,0.06136068120899855,0.0822997500985529,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0,0.06136068120899855,0.06136068120899855,0.0822997500985529,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0822997500985529,0.07148335640068866,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06691753427465168,0.06136068120899855,0.06691753427465168,0.0822997500985529,0.07148335640068866,0.06136068120899855,0.06136068120899855,0.06691753427465168,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0822997500985529,0.0822997500985529,0.06136068120899855,0.06691753427465168,0.0,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0,0.0,0.0,0.06136068120899855,0.0,0.06691753427465168,0.06691753427465168,0.0,0.06136068120899855,0.0,0.06691753427465168,0.06136068120899855,0.06136068120899855,0.0,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0,0.06136068120899855,0.06136068120899855
run_star_se.txt,0.06136068120899855,0.06691753427465168,0.06136068120899855,0.0,0.06136068120899855,1.0000000000000002,0.0822997500985529,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0,0.06136068120899855,0.06136068120899855,0.0822997500985529,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0822997500985529,0.07148335640068866,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06691753427465168,0.06136068120899855,0.06691753427465168,0.0822997500985529,0.07148335640068866,0.06136068120899855,0.06136068120899855,0.06691753427465168,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0822997500985529,0.0822997500985529,0.06136068120899855,0.06691753427465168,0.0,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0,0.0,0.0,0.06136068120899855,0.0,0.06691753427465168,0.06691753427465168,0.0,0.06136068120899855,0.0,0.06691753427465168,0.06136068120899855,0.06136068120899855,0.0,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0,0.06136068120899855,0.06136068120899855
fastqc.txt,0.0822997500985529,0.08975285540355991,0.0822997500985529,0.0,0.0822997500985529,0.0822997500985529,1.0000000000000002,0.0822997500985529,0.0822997500985529,0.0822997500985529,0.0822997500985529,0.0822997500985529,0.0822997500985529,0.0822997500985529,0.0,0.0822997500985529,0.0822997500985529,1.0000000000000002,0.0822997500985529,0.0822997500985529,0.0822997500985529,0.0822997500985529,1.0000000000000002,0.09587674471775125,0.0822997500985529,0.0822997500985529,0.0822997500985529,0.08975285540355991,0.0822997500985529,0.08975285540355991,1.0000000000000002,0.09587674471775125,0.0822997500985529,0.0822997500985529,0.08975285540355991,0.0822997500985529,0.0822997500985529,0.0822997500985529,1.0000000000000002,1.0000000000000002,0.0822997500985529,0.08975285540355991,0.0,0.0822997500985529,0.0822997500985529,0.0822997500985529,0.0,0.0,0.0,0.0822997500985529,0.0,0.08975285540355991,0.08975285540355991,0.0,0.0822997500985529,0.0,0.08975285540355991,0.0822997500985529,0.0822997500985529,0.0,0.0822997500985529,0.0822997500985529,0.0822997500985529,0.0822997500985529,0.0822997500985529,0.0822997500985529,0.0822997500985529,0.0,0.0822997500985529,0.0822997500985529
trim_fasq_fastqc.txt,0.06136068120899855,0.06691753427465168,0.06136068120899855,0.0,0.06136068120899855,0.06136068120899855,0.0822997500985529,1.0000000000000002,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0,0.06136068120899855,0.06136068120899855,0.0822997500985529,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0822997500985529,0.07148335640068866,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06691753427465168,0.06136068120899855,0.06691753427465168,0.0822997500985529,0.07148335640068866,0.06136068120899855,0.06136068120899855,0.06691753427465168,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0822997500985529,0.0822997500985529,0.06136068120899855,0.06691753427465168,0.0,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0,0.0,0.0,0.06136068120899855,0.0,0.06691753427465168,0.06691753427465168,0.0,0.06136068120899855,0.0,0.06691753427465168,0.06136068120899855,0.06136068120899855,0.0,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0,0.06136068120899855,0.06136068120899855
picard_rna_seq.txt,0.06136068120899855,0.06691753427465168,0.06136068120899855,0.0,0.06136068120899855,0.06136068120899855,0.0822997500985529,0.06136068120899855,1.0000000000000002,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0,0.06136068120899855,0.06136068120899855,0.0822997500985529,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0822997500985529,0.07148335640068866,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06691753427465168,0.06136068120899855,0.06691753427465168,0.0822997500985529,0.07148335640068866,0.06136068120899855,0.06136068120899855,0.06691753427465168,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0822997500985529,0.0822997500985529,0.06136068120899855,0.06691753427465168,0.0,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0,0.0,0.0,0.06136068120899855,0.0,0.06691753427465168,0.06691753427465168,0.0,0.06136068120899855,0.0,0.06691753427465168,0.06136068120899855,0.06136068120899855,0.0,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0,0.06136068120899855,0.06136068120899855
salmon_index_extended.txt,0.06136068120899855,0.06691753427465168,0.06136068120899855,0.0,0.06136068120899855,0.06136068120899855,0.0822997500985529,0.06136068120899855,0.06136068120899855,1.0000000000000002,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0,0.06136068120899855,0.06136068120899855,0.0822997500985529,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0822997500985529,0.07148335640068866,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06691753427465168,0.06136068120899855,0.06691753427465168,0.0822997500985529,0.07148335640068866,0.06136068120899855,0.06136068120899855,0.06691753427465168,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0822997500985529,0.0822997500985529,0.06136068120899855,0.06691753427465168,0.0,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0,0.0,0.0,0.06136068120899855,0.0,0.06691753427465168,0.06691753427465168,0.0,0.06136068120899855,0.0,0.06691753427465168,0.06136068120899855,0.06136068120899855,0.0,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.06136068120899855,0.0,0.06136068120899855,0.06136068120899855
