,generate_genome_star_index_rules.txt,sortedbam_to_rmdup_rules.txt,sampleReads_rules.txt,samtools_bam_rules.txt,merge_trimmed_SE_rules.txt,picard_rna_seq_rules.txt,fastqc 5_rules.txt,salmon_quant_rules.txt,sortbam_rules.txt,trim_galore_pe_rules.txt,rsem_norm_rules.txt,tastq_to_bam_HISAT_rules.txt,fastqcrim_rules.txt,hisat2_rules.txt,trimgalorePE_rules.txt,fastQCtrimmed 2_rules.txt,salmon_index_rules.txt,RNA_SeqC_rules.txt,cutadapt 2_rules.txt,fastqc 3_rules.txt,MultiQC_rules.txt,run_star_pe_rules.txt,sort_index_bams_rules.txt,expressbam_rules.txt,sortedbam_to_counts_rules.txt,starindex_rules.txt,pass2_rules.txt,bigwig_rules.txt,fastqc 4_rules.txt,kallistoQuant_rules.txt,salmonPE_rules.txt,fastp_trimming_SE_rules.txt,bamindex_rules.txt,salmon_quant_pe_rules.txt,starSE_rules.txt,fastqc 2_rules.txt,mark_dups_rules.txt,salmon_index_extended_rules.txt,compare_reference_stringtie_rules.txt,salmon_quant_se_rules.txt,pass1_rules.txt,counts_matrix_rules.txt,DRIMSeq_rules.txt,fastp_trimming_PE_rules.txt,featureCounts_rules.txt,feature_counts_rules.txt,multiqc 3_rules.txt,fastqc_trimmed_rules.txt,cutadapt_rules.txt,startPE_rules.txt,tximeta_rules.txt,salmonSE_rules.txt,sort_bams_rules.txt,trim_fasq_fastqc_rules.txt,trimgaloreSE_rules.txt,samtools_flagstat_rules.txt,run_star_se_rules.txt,featureCounts 2_rules.txt,fetch_unique_stringtie_rules.txt,samlon_quant_rules.txt,fastqc 6_rules.txt,run_multiqc_rules.txt,fastqc_rules.txt,merge_trimmed_PE_rules.txt,multiqc 2_rules.txt,star_genome_rules.txt,map_rules.txt,edgeR_rules.txt,fastqctrimmed_rules.txt,fastqScreen_rules.txt
generate_genome_star_index_rules.txt,1.0,0.16666666666666663,0.1333333333333333,0.1333333333333333,0.33333333333333337,0.1333333333333333,0.06666666666666665,0.06666666666666665,0.19999999999999996,0.1333333333333333,0.2666666666666667,0.11111111111111116,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.19999999999999996,0.06666666666666665,0.2666666666666667,0.21052631578947367,0.1333333333333333,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.1333333333333333,0.1333333333333333,0.06666666666666665,0.1333333333333333,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.1333333333333333,0.23809523809523814,0.2592592592592593,0.06666666666666665,0.06666666666666665,0.1333333333333333,0.06666666666666665,0.06666666666666665,0.19999999999999996,0.19999999999999996,0.06666666666666665,0.1333333333333333,0.06666666666666665,0.06666666666666665,0.1333333333333333,0.1333333333333333,0.2666666666666667,0.17647058823529416,0.1333333333333333,0.05882352941176472,0.19999999999999996,0.19999999999999996,0.2272727272727273,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.33333333333333337,0.06666666666666665,0.5333333333333333,0.06666666666666665,0.19999999999999996,0.1333333333333333,0.1333333333333333
sortedbam_to_rmdup_rules.txt,0.16666666666666663,1.0,0.2222222222222222,0.2222222222222222,0.2777777777777778,0.11111111111111116,0.11111111111111116,0.16666666666666663,0.38888888888888884,0.2222222222222222,0.38888888888888884,0.16666666666666663,0.16666666666666663,0.11111111111111116,0.2222222222222222,0.16666666666666663,0.2222222222222222,0.05555555555555558,0.2222222222222222,0.11111111111111116,0.05555555555555558,0.16666666666666663,0.2777777777777778,0.16666666666666663,0.6842105263157895,0.2222222222222222,0.05555555555555558,0.05555555555555558,0.11111111111111116,0.11111111111111116,0.16666666666666663,0.2222222222222222,0.2222222222222222,0.11111111111111116,0.2222222222222222,0.11111111111111116,0.2222222222222222,0.19047619047619047,0.18518518518518523,0.11111111111111116,0.05555555555555558,0.2222222222222222,0.0,0.2222222222222222,0.11111111111111116,0.16666666666666663,0.05555555555555558,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.16666666666666663,0.16666666666666663,0.38888888888888884,0.16666666666666663,0.2222222222222222,0.16666666666666663,0.16666666666666663,0.11111111111111116,0.09090909090909094,0.16666666666666663,0.11111111111111116,0.11111111111111116,0.11111111111111116,0.2777777777777778,0.05555555555555558,0.2777777777777778,0.11111111111111116,0.11111111111111116,0.16666666666666663,0.11111111111111116
sampleReads_rules.txt,0.1333333333333333,0.2222222222222222,1.0,0.33333333333333337,0.0,0.1428571428571429,0.09090909090909094,0.33333333333333337,0.18181818181818177,0.2142857142857143,0.09090909090909094,0.11111111111111116,0.09090909090909094,0.09090909090909094,0.16666666666666663,0.07692307692307687,0.25,0.09090909090909094,0.09090909090909094,0.09090909090909094,0.18181818181818177,0.0,0.2666666666666667,0.18181818181818177,0.21052631578947367,0.18181818181818177,0.18181818181818177,0.0,0.09090909090909094,0.15384615384615385,0.2727272727272727,0.1428571428571429,0.2727272727272727,0.2666666666666667,0.09090909090909094,0.09090909090909094,0.18181818181818177,0.2857142857142857,0.18518518518518523,0.33333333333333337,0.18181818181818177,0.07692307692307687,0.09090909090909094,0.1428571428571429,0.23076923076923073,0.2142857142857143,0.18181818181818177,0.0714285714285714,0.09090909090909094,0.09090909090909094,0.18181818181818177,0.2727272727272727,0.2727272727272727,0.11764705882352944,0.16666666666666663,0.3529411764705882,0.0,0.23076923076923073,0.045454545454545414,0.33333333333333337,0.09090909090909094,0.0,0.09090909090909094,0.0,0.18181818181818177,0.18181818181818177,0.18181818181818177,0.18181818181818177,0.07692307692307687,0.09090909090909094
samtools_bam_rules.txt,0.1333333333333333,0.2222222222222222,0.33333333333333337,1.0,0.0,0.1428571428571429,0.16666666666666663,0.25,0.41666666666666663,0.1428571428571429,0.25,0.33333333333333337,0.25,0.08333333333333337,0.08333333333333337,0.15384615384615385,0.25,0.0,0.08333333333333337,0.16666666666666663,0.16666666666666663,0.08333333333333337,0.4,0.33333333333333337,0.26315789473684215,0.16666666666666663,0.16666666666666663,0.0,0.16666666666666663,0.15384615384615385,0.25,0.1428571428571429,0.16666666666666663,0.19999999999999996,0.16666666666666663,0.16666666666666663,0.08333333333333337,0.19047619047619047,0.07407407407407407,0.19999999999999996,0.16666666666666663,0.07692307692307687,0.0,0.1428571428571429,0.07692307692307687,0.0714285714285714,0.16666666666666663,0.2142857142857143,0.08333333333333337,0.16666666666666663,0.16666666666666663,0.25,0.41666666666666663,0.17647058823529416,0.08333333333333337,0.5882352941176471,0.08333333333333337,0.07692307692307687,0.045454545454545414,0.25,0.16666666666666663,0.08333333333333337,0.16666666666666663,0.0,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.0,0.15384615384615385,0.16666666666666663
merge_trimmed_SE_rules.txt,0.33333333333333337,0.2777777777777778,0.0,0.0,1.0,0.1428571428571429,0.07692307692307687,0.0,0.23076923076923073,0.1428571428571429,0.23076923076923073,0.16666666666666663,0.3076923076923077,0.07692307692307687,0.07692307692307687,0.5384615384615384,0.15384615384615385,0.07692307692307687,0.07692307692307687,0.07692307692307687,0.23076923076923073,0.23076923076923073,0.06666666666666665,0.15384615384615385,0.21052631578947367,0.23076923076923073,0.0,0.15384615384615385,0.07692307692307687,0.07692307692307687,0.0,0.4285714285714286,0.15384615384615385,0.06666666666666665,0.07692307692307687,0.07692307692307687,0.23076923076923073,0.23809523809523814,0.2962962962962963,0.06666666666666665,0.0,0.07692307692307687,0.07692307692307687,0.4285714285714286,0.07692307692307687,0.1428571428571429,0.23076923076923073,0.5714285714285714,0.07692307692307687,0.07692307692307687,0.23076923076923073,0.0,0.23076923076923073,0.11764705882352944,0.07692307692307687,0.11764705882352944,0.23076923076923073,0.07692307692307687,0.2727272727272727,0.0,0.07692307692307687,0.15384615384615385,0.07692307692307687,1.0,0.23076923076923073,0.23076923076923073,0.07692307692307687,0.23076923076923073,0.5384615384615384,0.15384615384615385
picard_rna_seq_rules.txt,0.1333333333333333,0.11111111111111116,0.1428571428571429,0.1428571428571429,0.1428571428571429,1.0,0.1428571428571429,0.1428571428571429,0.1428571428571429,0.1428571428571429,0.1428571428571429,0.11111111111111116,0.0714285714285714,0.1428571428571429,0.0714285714285714,0.1428571428571429,0.2142857142857143,0.1428571428571429,0.2142857142857143,0.1428571428571429,0.0,0.2142857142857143,0.1333333333333333,0.1428571428571429,0.10526315789473684,0.2857142857142857,0.2142857142857143,0.0714285714285714,0.1428571428571429,0.0,0.1428571428571429,0.0714285714285714,0.2142857142857143,0.19999999999999996,0.1428571428571429,0.1428571428571429,0.2857142857142857,0.19047619047619047,0.2592592592592593,0.2666666666666667,0.2142857142857143,0.1428571428571429,0.1428571428571429,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0,0.1428571428571429,0.2142857142857143,0.1428571428571429,0.0714285714285714,0.1428571428571429,0.2857142857142857,0.23529411764705888,0.0714285714285714,0.17647058823529416,0.2857142857142857,0.0714285714285714,0.18181818181818177,0.1428571428571429,0.1428571428571429,0.0714285714285714,0.1428571428571429,0.1428571428571429,0.0,0.2857142857142857,0.0714285714285714,0.1428571428571429,0.1428571428571429,0.1428571428571429
fastqc 5_rules.txt,0.06666666666666665,0.11111111111111116,0.09090909090909094,0.16666666666666663,0.07692307692307687,0.1428571428571429,1.0,0.16666666666666663,0.1428571428571429,0.0714285714285714,0.0,0.2777777777777778,0.6,0.16666666666666663,0.08333333333333337,0.3076923076923077,0.08333333333333337,0.125,0.125,1.0,0.4285714285714286,0.18181818181818177,0.06666666666666665,0.09999999999999998,0.1578947368421053,0.11111111111111116,0.33333333333333337,0.0,1.0,0.23076923076923073,0.125,0.2857142857142857,0.125,0.1333333333333333,0.0,1.0,0.11111111111111116,0.09523809523809523,0.11111111111111116,0.1333333333333333,0.33333333333333337,0.15384615384615385,0.0,0.2857142857142857,0.15384615384615385,0.2142857142857143,0.4285714285714286,0.4285714285714286,0.125,0.0,0.0,0.125,0.11111111111111116,0.3529411764705882,0.08333333333333337,0.23529411764705888,0.18181818181818177,0.15384615384615385,0.13636363636363635,0.16666666666666663,1.0,0.2727272727272727,1.0,0.07692307692307687,0.4285714285714286,0.09090909090909094,0.16666666666666663,0.0,0.46153846153846156,0.5454545454545454
salmon_quant_rules.txt,0.06666666666666665,0.16666666666666663,0.33333333333333337,0.25,0.0,0.1428571428571429,0.16666666666666663,1.0,0.25,0.0714285714285714,0.16666666666666663,0.16666666666666663,0.08333333333333337,0.08333333333333337,0.08333333333333337,0.07692307692307687,0.5833333333333333,0.08333333333333337,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.08333333333333337,0.19999999999999996,0.08333333333333337,0.26315789473684215,0.16666666666666663,0.08333333333333337,0.0,0.16666666666666663,0.46153846153846156,0.5,0.1428571428571429,0.25,0.8,0.08333333333333337,0.16666666666666663,0.25,0.38095238095238093,0.18518518518518523,0.8,0.08333333333333337,0.07692307692307687,0.08333333333333337,0.1428571428571429,0.23076923076923073,0.2857142857142857,0.16666666666666663,0.1428571428571429,0.16666666666666663,0.08333333333333337,0.16666666666666663,0.5,0.25,0.23529411764705888,0.08333333333333337,0.3529411764705882,0.08333333333333337,0.23076923076923073,0.2272727272727273,1.0,0.16666666666666663,0.08333333333333337,0.16666666666666663,0.0,0.16666666666666663,0.08333333333333337,0.16666666666666663,0.0,0.07692307692307687,0.16666666666666663
sortbam_rules.txt,0.19999999999999996,0.38888888888888884,0.18181818181818177,0.41666666666666663,0.23076923076923073,0.1428571428571429,0.1428571428571429,0.25,1.0,0.1428571428571429,0.2222222222222222,0.2777777777777778,0.30000000000000004,0.0,0.08333333333333337,0.23076923076923073,0.16666666666666663,0.0,0.125,0.1428571428571429,0.1428571428571429,0.09090909090909094,0.4666666666666667,0.4,0.368421052631579,0.2222222222222222,0.0,0.0,0.1428571428571429,0.15384615384615385,0.125,0.2142857142857143,0.0,0.19999999999999996,0.1428571428571429,0.1428571428571429,0.11111111111111116,0.1428571428571429,0.11111111111111116,0.19999999999999996,0.0,0.23076923076923073,0.0,0.2142857142857143,0.07692307692307687,0.0714285714285714,0.1428571428571429,0.2142857142857143,0.125,0.1428571428571429,0.0,0.125,0.7777777777777778,0.11764705882352944,0.08333333333333337,0.17647058823529416,0.09090909090909094,0.07692307692307687,0.09090909090909094,0.25,0.1428571428571429,0.09090909090909094,0.1428571428571429,0.23076923076923073,0.1428571428571429,0.2727272727272727,0.1428571428571429,0.0,0.23076923076923073,0.09090909090909094
trim_galore_pe_rules.txt,0.1333333333333333,0.2222222222222222,0.2142857142857143,0.1428571428571429,0.1428571428571429,0.1428571428571429,0.0714285714285714,0.0714285714285714,0.1428571428571429,1.0,0.2857142857142857,0.16666666666666663,0.0714285714285714,0.1428571428571429,0.7142857142857143,0.0714285714285714,0.1428571428571429,0.1428571428571429,0.1428571428571429,0.0714285714285714,0.1428571428571429,0.4285714285714286,0.06666666666666665,0.0,0.1578947368421053,0.1428571428571429,0.0714285714285714,0.1428571428571429,0.0714285714285714,0.0714285714285714,0.1428571428571429,0.0,0.1428571428571429,0.2666666666666667,0.1428571428571429,0.0714285714285714,0.2142857142857143,0.19047619047619047,0.18518518518518523,0.19999999999999996,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0,0.0714285714285714,0.0,0.1428571428571429,0.0714285714285714,0.1428571428571429,0.1428571428571429,0.2857142857142857,0.1428571428571429,0.1428571428571429,0.3529411764705882,0.7142857142857143,0.11764705882352944,0.3571428571428571,0.0714285714285714,0.18181818181818177,0.0714285714285714,0.0714285714285714,0.2142857142857143,0.0714285714285714,0.1428571428571429,0.1428571428571429,0.2857142857142857,0.2142857142857143,0.1428571428571429,0.0714285714285714,0.1428571428571429
