,multiqc 3_shell_commands.txt,startPE_shell_commands.txt,RNA_SeqC_shell_commands.txt,merge_trimmed_PE_shell_commands.txt,merge_trimmed_SE_shell_commands.txt,sort_bams_shell_commands.txt,sort_index_bams_shell_commands.txt,cutadapt 2_shell_commands.txt,fastqc 3_shell_commands.txt,starSE_shell_commands.txt,hisat2_shell_commands.txt,generate_genome_star_index_shell_commands.txt,rsem_norm_shell_commands.txt,tximeta_shell_commands.txt,fastp_trimming_PE_shell_commands.txt,pass2_shell_commands.txt,cutadapt_shell_commands.txt,run_star_se_shell_commands.txt,salmon_quant_pe_shell_commands.txt,fetch_unique_stringtie_shell_commands.txt,bigwig_shell_commands.txt,run_star_pe_shell_commands.txt,edgeR_shell_commands.txt,salmon_quant_se_shell_commands.txt,fastp_trimming_SE_shell_commands.txt,fastqc 5_shell_commands.txt,trim_galore_pe_shell_commands.txt,samtools_flagstat_shell_commands.txt,bamindex_shell_commands.txt,expressbam_shell_commands.txt,map_shell_commands.txt,pass1_shell_commands.txt,fastqScreen_shell_commands.txt,featureCounts 2_shell_commands.txt,run_multiqc_shell_commands.txt,picard_rna_seq_shell_commands.txt,trimgaloreSE_shell_commands.txt,kallistoQuant_shell_commands.txt,fastqc_trimmed_shell_commands.txt,salmonSE_shell_commands.txt,MultiQC_shell_commands.txt,salmon_index_shell_commands.txt,salmonPE_shell_commands.txt,featureCounts_shell_commands.txt,sortbam_shell_commands.txt,trimgalorePE_shell_commands.txt,fastqc 4_shell_commands.txt,mark_dups_shell_commands.txt,fastqc 2_shell_commands.txt,salmon_quant_shell_commands.txt,starindex_shell_commands.txt,fastqctrimmed_shell_commands.txt,sampleReads_shell_commands.txt,star_genome_shell_commands.txt,fastqcrim_shell_commands.txt,fastqc_shell_commands.txt,compare_reference_stringtie_shell_commands.txt,DRIMSeq_shell_commands.txt,multiqc 2_shell_commands.txt,salmon_index_extended_shell_commands.txt,samtools_bam_shell_commands.txt,samlon_quant_shell_commands.txt
multiqc 3_shell_commands.txt,1.0,0.10074579944342352,0.06921746638895643,0.10700921492828624,0.09290415275142609,0.0,0.0,0.0,0.32412725641032736,0.10368483643570012,0.0,0.043074557114941056,0.09747521446138342,0.12300897871912107,0.0361669472742944,0.050169648271567564,0.0,0.1761670635317151,0.23223576980617708,0.12564240327460766,0.05159817454020311,0.17136033398921263,0.16423292653578542,0.25641323777618547,0.05164489950443961,0.0,0.13763584011921218,0.0,0.0,0.0,0.0,0.05094461333552772,0.08031857431848248,0.11050154344728656,0.3512163337746629,0.0,0.04165603721922229,0.0,0.07985239935273393,0.1298757392893309,0.34096968934405225,0.22941432484118948,0.12423437292226817,0.0,0.0,0.03909891443895655,0.17455540875280795,0.03741588887428365,0.07648353469659239,0.18797775060540242,0.0,0.046314126682885655,0.13204479751646725,0.03709802383045618,0.17455540875280795,0.046314126682885655,0.16588522449819476,0.1398643119266546,0.1738114722659923,0.2726741275289328,0.0,0.15253573828487124
startPE_shell_commands.txt,0.10074579944342352,1.0,0.09167911842153444,0.042200178359384194,0.03663770282835064,0.023480696795038843,0.028323429922326136,0.0,0.07077120656887223,0.9481682129917613,0.0,0.16922782294867736,0.12346861015775219,0.0839442064453523,0.04883719277342923,0.24016057541697775,0.06555090110123299,0.2818474292270211,0.12770627109565258,0.07421024892319578,0.2559002351670385,0.28088434128369544,0.09630657369633025,0.13261304127456577,0.059600298049810735,0.013093749265211077,0.08129413072174305,0.02157542444659666,0.2329716577038775,0.06192488094765175,0.37271362062077434,0.20282629385387957,0.08389524083134765,0.14103274452210743,0.03409528544804219,0.006283802470986869,0.18350785169048747,0.0,0.11373944699894917,0.36572492526571,0.21153708888476597,0.09951405871440769,0.44689813341393253,0.09226489238686093,0.07151383105672784,0.2638819220102767,0.04570806099759156,0.049557660600817906,0.10894093366547691,0.11659588611282642,0.151865913320971,0.2165483211206987,0.19651939860630402,0.23197235322867912,0.04570806099759156,0.2165483211206987,0.0816990331715245,0.08738872867591924,0.01888367931528595,0.11623415679432715,0.01737464871745933,0.07149681508470204
RNA_SeqC_shell_commands.txt,0.06921746638895643,0.09167911842153444,1.0000000000000002,0.028993659719172716,0.02517195732328349,0.04839728356453991,0.05837889230616101,0.0,0.06800216920653007,0.08037086024378702,0.0,0.10992283902057935,0.19538290803652103,0.07065357240263481,0.039063818903561025,0.09860570500319278,0.025747606411127198,0.061986253025896595,0.15121055194673605,0.0848741233638778,0.046954564658180195,0.07416060580594053,0.07772050444046294,0.14966292450940277,0.03488723120071635,0.026988206595525702,0.19426375309407842,0.044470227782502134,0.07747411175739993,0.05241463027017581,0.0414230379051254,0.07190490338791343,0.038009431139322036,0.2171847515569632,0.023425187824799087,0.01295187160357883,0.028139541664665743,0.0,0.05394199901408037,0.052704104322947296,0.024901239636679645,0.08743879731176606,0.06716889184346436,0.10928514199238314,0.14740087104954808,0.04223062846265685,0.16617544995539787,0.0818705383194328,0.051666259080989235,0.09656247442814217,0.04636760964853818,0.031286180454397045,0.06248800705309518,0.13969809918096132,0.16617544995539787,0.031286180454397045,0.07850242700515901,0.07184703508968969,0.0389221321045647,0.09820970108359565,0.035811790772359735,0.07304092892101577
merge_trimmed_PE_shell_commands.txt,0.10700921492828624,0.042200178359384194,0.028993659719172716,1.0,0.8269992358814269,0.12211958869799557,0.0,0.0,0.06019143907771737,0.043431275695095466,0.0,0.018042975519022033,0.07399957733070987,0.08291933247231492,0.16283446067875448,0.021014951660358546,0.06496825592890317,0.1271202936818902,0.09727840725263422,0.1167601913703569,0.039171425557867234,0.19160586124749268,0.06879352618751992,0.10740581173251654,0.17979886364704212,0.0,0.05765259726720638,0.11221055245514507,0.0,0.0661282268230567,0.015746096629015088,0.02133956731780614,0.11563733754297738,0.10268970525361254,0.03621500597252925,0.03268111589339635,0.01744878903247493,0.0,0.03344839699249733,0.05440206334006534,0.03849696100242347,0.06774310573877516,0.05203902023359447,0.04805178261548833,0.0994809743748092,0.016377667079895068,0.03241548201774717,0.13026134945546552,0.03203725439257547,0.07873970574424433,0.0,0.019399959277453256,0.12270997231552189,0.015539538433114605,0.03241548201774717,0.019399959277453256,0.06948563711523834,0.058586054624857706,0.0,0.08692933341082928,0.09036294679281386,0.02832636076283997
merge_trimmed_SE_shell_commands.txt,0.09290415275142609,0.03663770282835064,0.02517195732328349,0.8269992358814269,1.0,0.10602280308236257,0.0,0.0,0.05225750561904406,0.03770652718151913,0.0,0.015664700977694665,0.06424557025748229,0.0719895976735917,0.14137098023037858,0.018244936012531243,0.05640468231504692,0.15666295057616603,0.08445597898153744,0.1013698368091663,0.03400817495911981,0.1523883919972039,0.059725737353719846,0.09324847347282968,0.15609927709489407,0.0,0.05005331276020016,0.09741989334844715,0.0,0.057411755520937365,0.0136705775053214,0.0185267635415457,0.10039498820789115,0.08915400481420324,0.031441445944823065,0.02837336378069789,0.015148835197855053,0.0,0.029039508284999994,0.04723123710350849,0.03342261269584777,0.05881377456725511,0.045179670629827695,0.04171799741806724,0.08636822207668532,0.014218899607125093,0.02814274354695631,0.11309138484501235,0.027814370732640186,0.06836089447967668,0.0,0.01684281845532485,0.10653536725565702,0.013491246087958346,0.02814274354695631,0.01684281845532485,0.06032661999165691,0.05086372955468183,0.0,0.07547103373472688,0.07845205683954094,0.024592616149613993
sort_bams_shell_commands.txt,0.0,0.023480696795038843,0.04839728356453991,0.12211958869799557,0.10602280308236257,1.0000000000000002,0.48965665915644596,0.0,0.02511844118177724,0.01208284722559118,0.0,0.030117998590040603,0.04843898864552142,0.06734789641985808,0.19038394501888906,0.01753946525641454,0.09487657420050585,0.012317710793640156,0.027063449423733,0.11561692559639157,0.09743928913694888,0.023963242541086102,0.028708171256665718,0.014940477726413624,0.19486766948890072,0.02332111599244571,0.04811791828280483,0.4984361245033241,0.485609210481165,0.11921687106679119,0.03377970015869991,0.017810395455898666,0.10569987370702034,0.10168421165192214,0.0,0.04772595897307624,0.01456308032242124,0.0,0.027916647461974614,0.015134987622967158,0.0,0.03769309485519547,0.028955149080411472,0.10308426571263546,0.5180049273245281,0.027338204471895777,0.027054557622070995,0.15425916521457939,0.02673888188805401,0.03943056416750992,0.04006729380400092,0.01619156290350196,0.09842681264580756,0.06484792324373158,0.027054557622070995,0.01619156290350196,0.028996995512997482,0.029338199379485917,0.033633489289886145,0.03627641042826226,0.401389673365297,0.04728340359475461
sort_index_bams_shell_commands.txt,0.0,0.028323429922326136,0.05837889230616101,0.0,0.0,0.48965665915644596,1.0000000000000002,0.0,0.030298947888141737,0.014574851830142992,0.0,0.036329629819417,0.013701972792975473,0.038905251968743844,0.03050366374440867,0.021156860011500758,0.026837807203190754,0.014858154402848081,0.1424500976615965,0.0529842011887468,0.0145061857544751,0.02890549742831999,0.03462903524047502,0.13925836143131073,0.021778982846540767,0.028130936670586255,0.05804190984567346,0.44992490412954783,0.7310664285402052,0.05463396167224233,0.019513716329161122,0.021483667711711417,0.01693542701337299,0.046599204226311856,0.0,0.013500277558503825,0.017566616040647288,0.0,0.03367426507643441,0.01825647531060309,0.0,0.19839987723744448,0.03492695055126382,0.059549288764132645,0.04109470344376171,0.03297652217567772,0.032634375102964006,0.03155703698914348,0.03225359340774199,0.1542177172609442,0.04833089912709274,0.01953096201673067,0.027842065796244538,0.078222363911717,0.032634375102964006,0.01953096201673067,0.03497742752437901,0.03538900235480542,0.0405701664333348,0.1909430733462403,0.3623236788614173,0.2488790454752168
cutadapt 2_shell_commands.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fastqc 3_shell_commands.txt,0.32412725641032736,0.07077120656887223,0.06800216920653007,0.06019143907771737,0.05225750561904406,0.02511844118177724,0.030298947888141737,0.0,1.0,0.06557865780485524,0.0,0.04231826841171278,0.06165119175919329,0.08856291064243423,0.11861722543995346,0.03875431504866698,0.013363141266947208,0.10649013036557126,0.14688464197569606,0.097054403363942,0.036246325793584354,0.11078088549480505,0.10962167848900242,0.15320294422487993,0.15853623433552355,0.2966909128214433,0.1063189177866095,0.023080278863284072,0.01075483959425479,0.027203464957910352,0.009716313481777759,0.039352948710155954,0.0536107899698009,0.08535861373672533,0.2928825360055551,0.006722088536944078,0.032177845484071946,0.0,0.17447922331072435,0.08214389834418524,0.05169549008536169,0.26590493424068795,0.08727129585163151,0.029650915668204367,0.020461967078182177,0.038412428743473566,0.38771670558939886,0.03675895318017178,0.2751554814324276,0.12941789920924857,0.0240650298924992,0.29746130785338293,0.08813684712816454,0.05981586222709974,0.38771670558939886,0.29746130785338293,0.1107245491485215,0.09629302066653452,0.020200788431320015,0.28509414857229665,0.018586505148167242,0.25748363146672426
starSE_shell_commands.txt,0.10368483643570012,0.9481682129917613,0.08037086024378702,0.043431275695095466,0.03770652718151913,0.01208284722559118,0.014574851830142992,0.0,0.06557865780485524,1.0,0.0,0.16546307250901301,0.12378866622148012,0.07707458634417111,0.042955734296496906,0.24209928319705115,0.06103506685902641,0.28651091250984384,0.12361273173016492,0.06368450047170068,0.2598910689856718,0.2821551372865872,0.09082182927241919,0.1321651779252798,0.056122547479677994,0.006737865292616436,0.06976362674181949,0.011102419987408272,0.23459463977478556,0.050645586613082307,0.378912834256818,0.20359757980699714,0.08228636048986174,0.13398571693899927,0.035089940369117084,0.0032335592898064627,0.21799392421162883,0.0,0.1089919529166291,0.4066708487592755,0.21770821793337677,0.09152698904342911,0.3600448463071448,0.0806933918731576,0.06375716910101267,0.17726773570081011,0.039224973294110455,0.043444918349278154,0.1043937299332128,0.1086051568611841,0.14472014752271495,0.2552559657447101,0.19558374406714585,0.22000397308770286,0.039224973294110455,0.2552559657447101,0.07570469968078006,0.08146179995604555,0.009717284551447611,0.10914416330851068,0.00894075792911441,0.11404600307796194
